type,location,bedroom,bathroom,size_sqm,price
Twin House, 5th Settlement Compounds,4,4,235,8000000
Townhouse, 5th Settlement Compounds,3,4,245,8000000
Twin House, Cairo,3,4,276,8000000
Twin House, 5th Settlement Compounds,4,4,279,8000000
Twin House, New Capital Compounds,3,4,280,8000000
Villa, Ext North Inves Area,5,4,280,8000000
Townhouse, 5th Settlement Compounds,4,4,285,8000000
Villa, New Capital Compounds,4,4,288,8000000
Penthouse, 5th Settlement Compounds,4,4,307,8000000
Duplex, 5th Settlement Compounds,4,4,307,8000000
Duplex, 5th Settlement Compounds,3,4,314,8000000
Duplex, 5th Settlement Compounds,4,4,314,8000000
Townhouse, Ext North Inves Area,4,4,315,8000000
Duplex, 5th Settlement Compounds,3,4,317,8000000
Duplex, 5th Settlement Compounds,4,4,317,8000000
Duplex, 5th Settlement Compounds,4,4,317,8000000
Twin House, 5th Settlement Compounds,4,4,330,8000000
Villa, El Shorouk Compounds,3,4,339,8000000
Twin House, North Investors Area,5,4,340,8000000
Villa, 5th Settlement Compounds,4,4,344,8000000
Apartment, The 1st Settlement,4,4,344,8000000
Villa, Ring Road,5,4,350,8000000
Villa, 5th Settlement Compounds,3,4,357,8000000
Villa, 5th Settlement Compounds,4,4,357,8000000
Twin House, South Investors Area,5,4,358,8000000
Villa, 5th Settlement Compounds,3,4,360,8000000
Townhouse, 5th Settlement Compounds,4,4,360,8000000
Villa, Cairo,4,4,360,8000000
Twin House, North Investors Area,5,4,365,8000000
Twin House, 5th Settlement Compounds,5,4,376,8000000
Twin House, Ext North Inves Area,4,4,390,8000000
Villa, New Maadi,4,4,410,8000000
Villa, 5th Settlement Compounds,4,4,414,8000000
Villa, Cairo,4,4,450,8000000
Villa, Cairo,4,4,460,8000000
Twin House, 5th Settlement Compounds,4,4,474,8000000
Townhouse, Ext North Inves Area,4,4,233,8000001
Townhouse, 5th Settlement Compounds,4,4,190,8126720
Townhouse, New Capital Compounds,4,4,230,8150000
Villa, El Katameya Compounds,4,4,265,8200000
Penthouse, 5th Settlement Compounds,4,4,287,8200000
Villa, 5th Settlement Compounds,4,4,300,8200000
Penthouse, 5th Settlement Compounds,4,4,317,8200000
Villa, El Shorouk Compounds,4,4,340,8200000
Townhouse, El Katameya Compounds,3,4,370,8200000
Townhouse, El Katameya Compounds,4,4,370,8200000
Twin House, Ext North Inves Area,3,4,385,8200000
Villa, Ext North Inves Area,5,4,385,8200000
Townhouse, El Katameya Compounds,3,4,400,8200000
Twin House, Ext North Inves Area,4,4,409,8200000
Twin House, Ext North Inves Area,4,4,409,8200000
Twin House, 5th Settlement Compounds,4,4,430,8200000
Villa, 5th Settlement Compounds,4,4,511,8200000
Villa, The 1st Settlement,4,4,550,8200000
Townhouse, 5th Settlement Compounds,4,4,310,8250000
Townhouse, 5th Settlement Compounds,4,4,316,8250000
Twin House, North Investors Area,4,4,375,8299999
Apartment, 5th Settlement Compounds,4,4,234,8300000
Townhouse, 5th Settlement Compounds,3,4,261,8300000
Twin House, 5th Settlement Compounds,4,4,306,8300000
Twin House, Mostakbal City Compounds,3,4,318,8300000
Twin House, Mostakbal City Compounds,3,4,318,8300000
Twin House, Ext North Inves Area,4,4,450,8350000
Duplex, El Katameya Compounds,4,4,500,8350000
Townhouse, 5th Settlement Compounds,4,4,285,8353000
Townhouse, 5th Settlement Compounds,4,4,285,8353000
Townhouse, 5th Settlement Compounds,4,4,285,8362000
Apartment, Uptown Cairo,3,4,200,8400000
Villa, 6th District,4,4,252,8400000
Duplex, 5th Settlement Compounds,4,4,298,8400000
Duplex, 5th Settlement Compounds,4,4,307,8400000
Townhouse, New Capital Compounds,4,4,382,8400000
Townhouse, South Investors Area,5,4,450,8400000
Townhouse, 5th Settlement Compounds,3,4,257,8450000
Twin House, 5th Settlement Compounds,4,4,378,8450000
Townhouse, El Katameya Compounds,4,4,259,8480000
Apartment, North Investors Area,3,4,215,8500000
Apartment, North Investors Area,3,4,218,8500000
Townhouse, 5th Settlement Compounds,4,4,225,8500000
Apartment, 5th Settlement Compounds,3,4,231,8500000
Apartment, North Investors Area,3,4,232,8500000
Apartment, 5th Settlement Compounds,3,4,234,8500000
Twin House, The 1st Settlement,4,4,240,8500000
Townhouse, El Katameya Compounds,4,4,258,8500000
Villa, 5th Settlement Compounds,3,4,260,8500000
Twin House, 5th Settlement Compounds,4,4,270,8500000
Twin House, 5th Settlement Compounds,4,4,279,8500000
Twin House, 5th Settlement Compounds,3,4,282,8500000
Twin House, 5th Settlement Compounds,3,4,282,8500000
Villa, Al Rehab,3,4,300,8500000
Twin House, 5th Settlement Compounds,4,4,300,8500000
Duplex, 5th Settlement Compounds,3,4,305,8500000
Duplex, 5th Settlement Compounds,3,4,305,8500000
Villa, 5th Settlement Compounds,4,4,305,8500000
Twin House, El Katameya Compounds,4,4,307,8500000
Duplex, Uptown Cairo,4,4,310,8500000
Duplex, Uptown Cairo,4,4,310,8500000
Duplex, Uptown Cairo,4,4,310,8500000
Villa, Cairo,4,4,316,8500000
Duplex, 5th Settlement Compounds,3,4,317,8500000
Twin House, South Investors Area,4,4,340,8500000
Townhouse, El Katameya Compounds,4,4,370,8500000
Townhouse, El Katameya Compounds,4,4,370,8500000
Townhouse, El Katameya Compounds,4,4,370,8500000
Townhouse, El Katameya Compounds,4,4,370,8500000
Townhouse, El Katameya Compounds,4,4,370,8500000
Apartment, Maadi,3,4,380,8500000
Townhouse, El Katameya Compounds,4,4,380,8500000
Townhouse, El Katameya Compounds,4,4,380,8500000
Townhouse, El Katameya Compounds,4,4,380,8500000
Townhouse, El Katameya Compounds,4,4,380,8500000
Townhouse, New Capital Compounds,4,4,382,8500000
Villa, 5th Settlement Compounds,5,4,400,8500000
Villa, Rehab City Third Phase,4,4,420,8500000
Villa, 5th Settlement Compounds,4,4,448,8500000
Villa, South Investors Area,4,4,455,8500000
Villa, North Investors Area,4,4,460,8500000
Villa, 5th Settlement Compounds,4,4,515,8500000
Villa, 5th Settlement Compounds,4,4,515,8500000
Duplex, 5th Settlement Compounds,3,4,236,8525000
Apartment, 5th Settlement Compounds,4,4,208,8528000
Villa, 5th Settlement Compounds,5,4,176,8550000
Townhouse, 5th Settlement Compounds,5,4,177,8550000
Apartment, 5th Settlement Compounds,3,4,217,8600000
Villa, 6th District,4,4,395,8610000
Villa, 6th District,4,4,340,8650000
Villa, 6th District,5,4,480,8650000
Villa, 6th District,3,4,251,8680000
Apartment, 5th Settlement Compounds,4,4,234,8700000
Townhouse, El Katameya Compounds,4,4,370,8700000
Villa, New Capital Compounds,5,4,500,8700000
Villa, New Capital Compounds,5,4,500,8700000
Villa, New Capital Compounds,5,4,500,8700000
Apartment, 5th Settlement Compounds,3,4,255,8750000
Twin House, Cairo,4,4,440,8750000
Twin House, Cairo,4,4,440,8750000
Villa, 5th Settlement Compounds,5,4,250,8760000
Apartment, New Cairo City,4,4,250,8800000
Townhouse, El Katameya Compounds,4,4,258,8800000
Townhouse, El Katameya Compounds,3,4,370,8800000
Villa, El Katameya Compounds,4,4,370,8800000
Townhouse, El Katameya Compounds,4,4,370,8800000
Villa, 6th District,4,4,380,8800000
Villa, 6th District,4,4,380,8800000
Twin House, North Investors Area,4,4,400,8800000
Townhouse, El Katameya Compounds,4,4,400,8800000
Villa, 5th Settlement Compounds,5,4,496,8800000
Twin House, Cairo,4,4,253,8833000
Twin House, Cairo,4,4,253,8833000
Townhouse, 5th Settlement Compounds,4,4,258,8850000
Townhouse, El Katameya Compounds,5,4,370,8850000
Apartment, 90 Street,4,4,197,8852000
Townhouse, El Katameya Compounds,3,4,298,8855000
Villa, 5th Settlement Compounds,3,4,258,8857000
Villa, El Katameya Compounds,4,4,240,8900000
Villa, 6th District,4,4,250,8900000
Villa, New Capital Compounds,4,4,255,8900000
Townhouse, 5th Settlement Compounds,4,4,265,8900000
Villa, 6th District,4,4,380,8900000
Villa, 6th District,4,4,380,8900000
Villa, 6th District,4,4,380,8900000
Villa, 6th District,4,4,380,8900000
Villa, New Capital Compounds,6,4,464,8900000
Villa, New Capital Compounds,6,4,464,8900000
Villa, El Katameya Compounds,4,4,240,8914000
Villa, 5th Settlement Compounds,5,4,240,8914000
Villa, Ext North Inves Area,4,4,375,8950000
Townhouse, New Capital Compounds,5,4,255,8979999
Townhouse, New Capital Compounds,3,4,255,8980000
Villa, The 1st Settlement,4,4,220,9000000
Villa, The 1st Settlement,3,4,230,9000000
Apartment, 5th Settlement Compounds,3,4,234,9000000
Duplex, 5th Settlement Compounds,3,4,236,9000000
Villa, 6th District,4,4,250,9000000
Twin House, 5th Settlement Compounds,3,4,258,9000000
Villa, El Katameya Compounds,3,4,258,9000000
Villa, New Cairo City,4,4,260,9000000
Villa, 5th Settlement Compounds,5,4,265,9000000
Villa, The 1st Settlement,4,4,275,9000000
Townhouse, 5th Settlement Compounds,4,4,280,9000000
Duplex, 5th Settlement Compounds,3,4,300,9000000
Penthouse, 5th Settlement Compounds,3,4,300,9000000
Townhouse, 5th Settlement Compounds,4,4,311,9000000
Villa, Cairo,4,4,317,9000000
Villa, 5th Settlement Compounds,4,4,320,9000000
Villa, 5th Settlement Compounds,4,4,340,9000000
Villa, 5th Settlement Compounds,4,4,340,9000000
Townhouse, New Capital City,4,4,340,9000000
Twin House, New Capital Compounds,4,4,340,9000000
Townhouse, North Investors Area,4,4,345,9000000
Townhouse, North Investors Area,4,4,345,9000000
Villa, Cairo,5,4,361,9000000
Twin House, South Investors Area,4,4,370,9000000
Villa, 5th Settlement Compounds,4,4,372,9000000
Villa, 6th District,4,4,380,9000000
Villa, 6th District,4,4,380,9000000
Villa, 6th District,4,4,380,9000000
Villa, 6th District,4,4,380,9000000
Twin House, 5th Settlement Compounds,4,4,385,9000000
Twin House, 5th Settlement Compounds,3,4,400,9000000
Twin House, 5th Settlement Compounds,3,4,400,9000000
Twin House, Ext North Inves Area,4,4,407,9000000
Twin House, Ext North Inves Area,5,4,410,9000000
Twin House, Ext North Inves Area,5,4,410,9000000
Twin House, Ext North Inves Area,4,4,420,9000000
Villa, North Investors Area,4,4,500,9000000
Villa, Al Rehab,4,4,540,9000000
Villa, Cairo,3,4,600,9000000
Villa, South Investors Area,4,4,615,9000000
Villa, 5th Settlement Compounds,4,4,615,9000000
Villa, 2nd District East,7,4,645,9000000
Villa, Cairo,3,4,700,9000000
Villa, Cairo,3,4,740,9000000
Villa, 6th District,3,4,251,9120660
Townhouse, 5th Settlement Compounds,4,4,500,9155371
Villa, 5th Settlement Compounds,5,4,341,9161000
Villa, 6th District,4,4,393,9200000
Villa, South Investors Area,5,4,465,9200000
Twin House, Uptown Cairo,4,4,280,9250000
Duplex, Uptown Cairo,3,4,320,9250000
Twin House, North Investors Area,5,4,420,9250000
Villa, South Investors Area,4,4,434,9250000
Twin House, New Capital Compounds,4,4,316,9290000
Townhouse, North Investors Area,4,4,250,9300000
Townhouse, 5th Settlement Compounds,4,4,259,9300000
Townhouse, The 1st Settlement,4,4,275,9300000
Twin House, 5th Settlement Compounds,4,4,284,9300000
Twin House, El Katameya Compounds,4,4,370,9300000
Villa, 5th Settlement Compounds,4,4,410,9300000
Villa, Ext North Inves Area,4,4,520,9300000
Villa, South Investors Area,5,4,680,9300000
Villa, 5th Settlement Compounds,4,4,258,9307000
Villa, 5th Settlement Compounds,4,4,227,9320000
Twin House, 5th Settlement Compounds,4,4,314,9400000
Villa, 5th Settlement Compounds,4,4,375,9450000
Apartment, North Investors Area,3,4,234,9500000
Townhouse, 5th Settlement Compounds,3,4,257,9500000
Townhouse, 5th Settlement Compounds,5,4,258,9500000
Villa, 5th Settlement Compounds,4,4,265,9500000
Villa, 5th Settlement Compounds,4,4,265,9500000
Villa, 5th Settlement Compounds,4,4,270,9500000
Townhouse, 5th Settlement Compounds,4,4,270,9500000
Villa, 5th Settlement Compounds,4,4,270,9500000
Twin House, 5th Settlement Compounds,4,4,283,9500000
Townhouse, 5th Settlement Compounds,3,4,288,9500000
Twin House, 5th Settlement Compounds,4,4,300,9500000
Villa, Ring Road,4,4,309,9500000
Townhouse, 5th Settlement Compounds,4,4,310,9500000
Duplex, 5th Settlement Compounds,3,4,317,9500000
Duplex, Uptown Cairo,3,4,342,9500000
Villa, Cairo,4,4,360,9500000
Villa, 5th Settlement Compounds,4,4,374,9500000
Villa, 5th Settlement Compounds,4,4,375,9500000
Villa, 5th Settlement Compounds,4,4,375,9500000
Villa, 5th Settlement Compounds,4,4,375,9500000
Villa, Cairo,4,4,378,9500000
Villa, Cairo,4,4,427,9500000
Villa, 5th Settlement Compounds,5,4,450,9500000
Villa, 5th Settlement Compounds,4,4,460,9500000
Villa, 5th Settlement Compounds,4,4,460,9500000
Twin House, Ext North Inves Area,4,4,480,9500000
Villa, 90 Street,4,4,530,9500000
Villa, 5th Settlement Compounds,4,4,540,9500000
Villa, 5th Settlement Compounds,4,4,540,9500000
Villa, Degla,5,4,550,9500000
Villa, 5th Settlement Compounds,4,4,556,9500000
Villa, 5th Settlement Compounds,4,4,556,9500000
Villa, New Capital Compounds,4,4,600,9600000
Villa, 5th Settlement Compounds,4,4,500,9610375
Villa, 5th Settlement Compounds,5,4,480,9640000
Villa, El Shorouk Compounds,3,4,340,9700000
Twin House, 5th Settlement Compounds,3,4,350,9700000
Twin House, 5th Settlement Compounds,4,4,371,9700000
Villa, 5th Settlement Compounds,3,4,440,9700000
Villa, 5th Settlement Compounds,3,4,450,9700000
Townhouse, 5th Settlement Compounds,3,4,253,9720000
Twin House, 90 Street,5,4,358,9750000
Villa, 5th Settlement Compounds,4,4,420,9750000
Villa, 5th Settlement Compounds,4,4,420,9750000
Villa, 90 Street,5,4,436,9750000
Villa, 5th Settlement Compounds,4,4,450,9750000
Villa, 5th Settlement Compounds,4,4,450,9750000
Villa, Ext North Inves Area,4,4,530,9750000
Villa, The 1st Settlement,4,4,950,9750000
Townhouse, 5th Settlement Compounds,4,4,280,9800000
Townhouse, 5th Settlement Compounds,4,4,290,9800000
Townhouse, Uptown Cairo,3,4,297,9800000
Townhouse, Uptown Cairo,4,4,300,9800000
Twin House, 5th Settlement Compounds,4,4,350,9800000
Twin House, 5th Settlement Compounds,4,4,350,9800000
Villa, 5th Settlement Compounds,3,4,2589,9800000
Townhouse, New Capital Compounds,4,4,255,9850000
Twin House, 5th Settlement Compounds,4,4,313,9850000
Villa, 5th Settlement Compounds,4,4,350,9850000
Villa, New Capital Compounds,3,4,255,9890000
Twin House, Cairo,4,4,259,9900000
Townhouse, 5th Settlement Compounds,4,4,258,9920000
Villa, 5th Settlement Compounds,3,4,277,9974000
Twin House, El Katameya Compounds,4,4,708,9999999
Apartment, The 1st Settlement,3,4,246,10000000
Townhouse, Cairo,4,4,259,10000000
Villa, El Mahkama Square,5,4,265,10000000
Villa, Ard El Golf,5,4,265,10000000
Twin House, Cairo,3,4,267,10000000
Townhouse, 5th Settlement Compounds,3,4,280,10000000
Townhouse, 5th Settlement Compounds,4,4,306,10000000
Duplex, Uptown Cairo,4,4,320,10000000
Duplex, Mokattam,4,4,320,10000000
Duplex, North Investors Area,4,4,327,10000000
Duplex, Uptown Cairo,3,4,337,10000000
Villa, 5th Settlement Compounds,4,4,340,10000000
Villa, Ext North Inves Area,4,4,345,10000000
Villa, Cairo,4,4,347,10000000
Villa, Cairo,5,4,347,10000000
Villa, Ext North Inves Area,4,4,350,10000000
Villa, 5th Settlement Compounds,4,4,350,10000000
Villa, 5th Settlement Compounds,4,4,360,10000000
Villa, Ext North Inves Area,4,4,373,10000000
Villa, 5th Settlement Compounds,3,4,378,10000000
Duplex, El Korba,3,4,400,10000000
Villa, The 1st Settlement,4,4,400,10000000
Twin House, 5th Settlement Compounds,4,4,407,10000000
Villa, 5th Settlement Compounds,4,4,450,10000000
Twin House, Ext North Inves Area,4,4,550,10000000
Twin House, El Katameya Compounds,4,4,600,10000000
Twin House, El Katameya Compounds,4,4,600,10000000
Villa, The 1st Settlement,4,4,676,10000000
Twin House, Ext North Inves Area,4,4,680,10000000
Villa, Cairo,4,4,700,10000000
Villa, 5th Settlement Compounds,3,4,372,10100000
Villa, El Shorouk Compounds,4,4,440,10110000
Townhouse, 5th Settlement Compounds,4,4,258,10130000
Townhouse, 5th Settlement Compounds,3,4,280,10200000
Townhouse, 5th Settlement Compounds,4,4,200,10250000
Apartment, 5th Settlement Compounds,3,4,244,10250000
Villa, Mostakbal City Compounds,4,4,248,10250000
Townhouse, 5th Settlement Compounds,4,4,400,10250000
Villa, Ext North Inves Area,4,4,667,10250000
Townhouse, 5th Settlement Compounds,4,4,220,10276891
Penthouse, 5th Settlement Compounds,4,4,266,10300000
Twin House, El Katameya Compounds,4,4,620,10300000
Villa, 5th Settlement Compounds,5,4,550,10350000
Villa, El Patio,5,4,321,10400000
Villa, El Patio,5,4,321,10400000
Villa, 5th Settlement Compounds,3,4,440,10400000
Twin House, El Katameya Compounds,4,4,630,10400000
Twin House, El Katameya Compounds,4,4,630,10400000
Twin House, El Katameya Compounds,4,4,630,10400000
Twin House, El Katameya Compounds,4,4,630,10400000
Twin House, El Katameya Compounds,4,4,630,10400000
Twin House, El Katameya Compounds,4,4,635,10400000
Twin House, El Katameya Compounds,4,4,635,10400000
Twin House, El Katameya Compounds,4,4,635,10400000
Twin House, 5th Settlement Compounds,4,4,386,10484000
Townhouse, 5th Settlement Compounds,3,4,200,10500000
Twin House, 5th Settlement Compounds,4,4,225,10500000
Villa, New Capital Compounds,4,4,280,10500000
Villa, New Capital Compounds,4,4,280,10500000
Townhouse, 5th Settlement Compounds,3,4,285,10500000
Villa, 5th Settlement Compounds,5,4,300,10500000
Villa, North Investors Area,3,4,308,10500000
Twin House, North Investors Area,5,4,308,10500000
Twin House, North Investors Area,4,4,310,10500000
Villa, 5th Settlement Compounds,3,4,319,10500000
Twin House, El Katameya Compounds,4,4,323,10500000
Twin House, El Katameya Compounds,4,4,323,10500000
Villa, Cairo,3,4,347,10500000
Villa, Ext North Inves Area,4,4,350,10500000
Twin House, 5th Settlement Compounds,4,4,350,10500000
Villa, 5th Settlement Compounds,4,4,363,10500000
Penthouse, 5th Settlement Compounds,4,4,365,10500000
Twin House, Ext North Inves Area,4,4,370,10500000
Villa, 5th Settlement Compounds,4,4,375,10500000
Villa, 5th Settlement Compounds,3,4,378,10500000
Villa, 5th Settlement Compounds,4,4,378,10500000
Townhouse, 5th Settlement Compounds,4,4,380,10500000
Villa, 5th Settlement Compounds,4,4,382,10500000
Villa, 5th Settlement Compounds,4,4,395,10500000
Villa, 5th Settlement Compounds,5,4,480,10500000
Villa, 5th Settlement Compounds,5,4,485,10500000
Duplex, Maadi,4,4,512,10500000
Villa, 5th Settlement Compounds,4,4,550,10500000
Villa, Ext North Inves Area,5,4,590,10500000
Villa, Ext North Inves Area,5,4,680,10500000
Villa, South Investors Area,4,4,700,10500000
Villa, South Investors Area,5,4,700,10500000
Villa, 5th Settlement Compounds,5,4,750,10500000
Villa, 5th Settlement Compounds,5,4,750,10500000
Villa, 5th Settlement Compounds,5,4,750,10500000
Villa, Cairo,4,4,333,10500001
Villa, 5th Settlement Compounds,4,4,400,10550000
Townhouse, 5th Settlement Compounds,4,4,243,10590000
Apartment, 90 Street,4,4,276,10735000
Duplex, North Investors Area,4,4,370,10750000
Penthouse, 5th Settlement Compounds,4,4,206,10800000
Townhouse, The 1st Settlement,3,4,315,10800000
Villa, The 1st Settlement,4,4,315,10800000
Villa, 5th Settlement Compounds,4,4,465,10900000
Twin House, 5th Settlement Compounds,5,4,225,11000000
Apartment, Zamalek,3,4,270,11000000
Villa, Uptown Cairo,3,4,279,11000000
Villa, 5th Settlement Compounds,4,4,300,11000000
Townhouse, 5th Settlement Compounds,4,4,307,11000000
Townhouse, 5th Settlement Compounds,4,4,307,11000000
Townhouse, 5th Settlement Compounds,4,4,307,11000000
Townhouse, 5th Settlement Compounds,4,4,307,11000000
Villa, Uptown Cairo,3,4,315,11000000
Twin House, 5th Settlement Compounds,3,4,320,11000000
Apartment, Rehab City Sixth Phase,4,4,330,11000000
Villa, 5th Settlement Compounds,4,4,357,11000000
Villa, 5th Settlement Compounds,4,4,372,11000000
Villa, New Capital Compounds,4,4,382,11000000
Twin House, El Katameya Compounds,3,4,400,11000000
Villa, 5th Settlement Compounds,4,4,400,11000000
Villa, 5th Settlement Compounds,4,4,400,11000000
Villa, 5th Settlement Compounds,4,4,405,11000000
Twin House, Ext North Inves Area,3,4,410,11000000
Villa, 5th Settlement Compounds,4,4,414,11000000
Villa, 5th Settlement Compounds,4,4,415,11000000
Villa, Al Rehab,4,4,450,11000000
Twin House, Ext North Inves Area,4,4,460,11000000
Villa, Uptown Cairo,5,4,472,11000000
Villa, 5th Settlement Compounds,5,4,480,11000000
Villa, Ext North Inves Area,4,4,490,11000000
Villa, 5th Settlement Compounds,4,4,530,11000000
Villa, 5th Settlement Compounds,6,4,538,11000000
Villa, 5th Settlement Compounds,5,4,565,11000000
Villa, Cairo,3,4,590,11000000
Villa, Cairo,3,4,600,11000000
Villa, Cairo,3,4,600,11000000
Villa, Cairo,4,4,650,11000000
Villa, 5th Settlement Compounds,5,4,672,11000000
Villa, Cairo,4,4,700,11000000
Twin House, 5th Settlement Compounds,4,4,339,11192428
Twin House, Uptown Cairo,4,4,279,11200000
Townhouse, 5th Settlement Compounds,5,4,307,11200000
Townhouse, 5th Settlement Compounds,5,4,307,11200000
Townhouse, 5th Settlement Compounds,5,4,307,11200000
Townhouse, 5th Settlement Compounds,5,4,310,11200000
Townhouse, 5th Settlement Compounds,5,4,310,11200000
Villa, 5th Settlement Compounds,4,4,378,11200000
Twin House, 5th Settlement Compounds,4,4,330,11250000
Villa, 5th Settlement Compounds,4,4,602,11250000
Villa, 5th Settlement Compounds,3,4,295,11274000
Apartment, 5th Settlement Compounds,3,4,244,11275000
Twin House, Uptown Cairo,4,4,400,11275000
Villa, 5th Settlement Compounds,5,4,520,11300000
Twin House, El Katameya Compounds,4,4,354,11340000
Villa, 5th Settlement Compounds,5,4,500,11350000
Villa, El Shorouk Compounds,3,4,435,11350038
Penthouse, 5th Settlement Compounds,4,4,289,11400000
Villa, 5th Settlement Compounds,3,4,520,11400000
Townhouse, The 1st Settlement,4,4,248,11500000
Townhouse, The 1st Settlement,4,4,297,11500000
Townhouse, 5th Settlement Compounds,5,4,298,11500000
Twin House, 5th Settlement Compounds,4,4,310,11500000
Villa, 5th Settlement Compounds,4,4,313,11500000
Twin House, North Investors Area,3,4,320,11500000
Twin House, 5th Settlement Compounds,4,4,321,11500000
Villa, North Investors Area,4,4,358,11500000
Villa, Cairo,4,4,360,11500000
Villa, Cairo,4,4,360,11500000
Duplex, North Investors Area,5,4,360,11500000
Villa, Al Rehab,4,4,400,11500000
Villa, 5th Settlement Compounds,4,4,400,11500000
Villa, 5th Settlement Compounds,4,4,420,11500000
Villa, Cairo,4,4,447,11500000
Villa, Uptown Cairo,4,4,500,11500000
Villa, 5th Settlement Compounds,4,4,565,11500000
Villa, Cairo,3,4,600,11500000
Townhouse, 5th Settlement Compounds,4,4,307,11550000
Townhouse, 5th Settlement Compounds,4,4,307,11550000
Villa, Rehab City Second Phase,5,4,340,11700000
Villa, North Teseen St.,5,4,681,11700000
Villa, New Capital Compounds,5,4,382,11727361
Villa, New Capital Compounds,5,4,382,11727361
Villa, New Capital Compounds,5,4,382,11727361
Villa, New Capital Compounds,5,4,399,11734000
Twin House, North Investors Area,4,4,365,11750000
Twin House, El Katameya Compounds,4,4,630,11750000
Twin House, El Katameya Compounds,4,4,630,11750000
Twin House, 5th Settlement Compounds,4,4,275,11800000
Villa, 5th Settlement Compounds,4,4,300,11800000
Villa, 5th Settlement Compounds,4,4,300,11800000
Villa, 5th Settlement Compounds,4,4,300,11800000
Twin House, 5th Settlement Compounds,4,4,321,11800000
Twin House, 5th Settlement Compounds,4,4,321,11800000
Villa, 5th Settlement Compounds,4,4,292,11809000
Villa, 5th Settlement Compounds,4,4,225,11850000
Townhouse, North Investors Area,4,4,252,12000000
Villa, Mostakbal City Compounds,3,4,300,12000000
Villa, 5th Settlement Compounds,3,4,304,12000000
Villa, The 1st Settlement,4,4,305,12000000
Townhouse, 5th Settlement Compounds,4,4,312,12000000
Twin House, 5th Settlement Compounds,4,4,355,12000000
Twin House, North Investors Area,4,4,365,12000000
Villa, 5th Settlement Compounds,4,4,366,12000000
Villa, 5th Settlement Compounds,5,4,366,12000000
Villa, El Katameya Compounds,5,4,375,12000000
Villa, Cairo,4,4,390,12000000
Villa, 5th Settlement Compounds,4,4,400,12000000
Twin House, Uptown Cairo,3,4,441,12000000
Villa, Mostakbal City Compounds,4,4,443,12000000
Townhouse, El Katameya Compounds,4,4,450,12000000
Twin House, 5th Settlement Compounds,3,4,470,12000000
Villa, 5th Settlement Compounds,5,4,575,12000000
Villa, 5th Settlement Compounds,4,4,600,12000000
Villa, El Katameya Compounds,5,4,600,12000000
Villa, El Katameya Compounds,5,4,600,12000000
Villa, Cairo,4,4,637,12000000
Villa, Cairo,4,4,637,12000000
Villa, 5th Settlement Compounds,5,4,570,12250000
Villa, New Capital Compounds,4,4,514,12280000
Twin House, 5th Settlement Compounds,3,4,230,12300000
Villa, 6th District,4,4,655,12400000
Villa, 5th Settlement Compounds,4,4,285,12500000
Twin House, North Investors Area,3,4,320,12500000
Twin House, North Investors Area,4,4,323,12500000
Villa, 5th Settlement Compounds,4,4,331,12500000
Twin House, 5th Settlement Compounds,4,4,350,12500000
Twin House, 5th Settlement Compounds,4,4,350,12500000
Twin House, 5th Settlement Compounds,4,4,350,12500000
Villa, 5th Settlement Compounds,4,4,354,12500000
Twin House, 5th Settlement Compounds,4,4,355,12500000
Twin House, 5th Settlement Compounds,4,4,355,12500000
Villa, 5th Settlement Compounds,3,4,365,12500000
Villa, 5th Settlement Compounds,4,4,400,12500000
Twin House, North Investors Area,4,4,450,12500000
Villa, 5th Settlement Compounds,4,4,513,12500000
Villa, Rehab City Fifth Phase,5,4,588,12500000
Villa, 90 Street,4,4,720,12500000
Villa, Ganoob El Acadimia,6,4,720,12500000
Villa, Al Rehab,4,4,725,12500000
Villa, El Katameya Compounds,4,4,760,12500000
Villa, El Katameya Compounds,4,4,850,12500000
Villa, 5th Settlement Compounds,5,4,806,12600000
Twin House, 5th Settlement Compounds,4,4,268,12680000
Villa, 5th Settlement Compounds,4,4,445,12688000
Twin House, 5th Settlement Compounds,3,4,330,12700000
Twin House, 5th Settlement Compounds,4,4,355,12700000
Villa, 5th Settlement Compounds,4,4,310,12750000
Villa, 5th Settlement Compounds,4,4,600,12750000
Villa, 5th Settlement Compounds,4,4,600,12750000
Villa, 5th Settlement Compounds,4,4,304,12800000
Villa, 5th Settlement Compounds,4,4,331,12800000
Villa, 5th Settlement Compounds,4,4,600,12800000
Villa, 5th Settlement Compounds,4,4,600,12800000
Villa, 5th Settlement Compounds,4,4,600,12800000
Villa, 5th Settlement Compounds,4,4,600,12800000
Twin House, 5th Settlement Compounds,4,4,320,12850000
Twin House, 5th Settlement Compounds,4,4,312,12900000
Villa, 5th Settlement Compounds,4,4,520,12900000
Villa, 5th Settlement Compounds,4,4,600,12900000
Villa, 5th Settlement Compounds,4,4,600,12900000
Villa, 6th District,4,4,340,12966000
Villa, 5th Settlement Compounds,4,4,254,13000000
Twin House, The 1st Settlement,4,4,260,13000000
Villa, New Capital Compounds,3,4,299,13000000
Villa, New Capital Compounds,3,4,299,13000000
Villa, New Capital Compounds,4,4,300,13000000
Villa, New Capital Compounds,4,4,300,13000000
Twin House, 5th Settlement Compounds,4,4,310,13000000
Twin House, 5th Settlement Compounds,4,4,320,13000000
Twin House, 5th Settlement Compounds,4,4,321,13000000
Villa, 5th Settlement Compounds,4,4,370,13000000
Villa, Cairo,4,4,376,13000000
