type,location,bedroom,bathroom,size_sqm,price
Villa, 5th Settlement Compounds,4,4,400,13000000
Villa, 5th Settlement Compounds,4,4,400,13000000
Villa, Rehab City First Phase,6,4,400,13000000
Villa, Cairo,4,4,405,13000000
Villa, Cairo,4,4,410,13000000
Twin House, 5th Settlement Compounds,3,4,450,13000000
Villa, South Investors Area,4,4,460,13000000
Villa, 5th Settlement Compounds,4,4,487,13000000
Villa, The 1st Settlement,4,4,500,13000000
Villa, 5th Settlement Compounds,4,4,500,13000000
Villa, 5th Settlement Compounds,4,4,500,13000000
Villa, South Investors Area,4,4,546,13000000
Villa, Cairo,3,4,560,13000000
Villa, Ext North Inves Area,4,4,581,13000000
Villa, 5th Settlement Compounds,5,4,600,13000000
Villa, 5th Settlement Compounds,5,4,626,13000000
Villa, 5th Settlement Compounds,5,4,626,13000000
Villa, Cairo,4,4,660,13000000
Villa, North Investors Area,4,4,685,13000000
Villa, El Katameya Compounds,4,4,825,13000000
Villa, Uptown Cairo,4,4,305,13036000
Twin House, 5th Settlement Compounds,4,4,226,13125000
Villa, 5th Settlement Compounds,4,4,303,13150000
Villa, 5th Settlement Compounds,4,4,303,13150000
Villa, 5th Settlement Compounds,4,4,303,13150000
Villa, 5th Settlement Compounds,4,4,303,13150000
Villa, New Capital Compounds,5,4,400,13167602
Villa, New Capital Compounds,4,4,420,13200000
Villa, 5th Settlement Compounds,4,4,450,13250000
Villa, 5th Settlement Compounds,4,4,600,13250000
Twin House, 5th Settlement Compounds,4,4,312,13325000
Villa, 5th Settlement Compounds,5,4,276,13400000
Twin House, 5th Settlement Compounds,4,4,355,13400000
Villa, 5th Settlement Compounds,4,4,384,13400000
Twin House, 5th Settlement Compounds,4,4,313,13500000
Twin House, 5th Settlement Compounds,4,4,320,13500000
Twin House, 5th Settlement Compounds,4,4,320,13500000
Villa, 5th Settlement Compounds,4,4,331,13500000
Villa, 90 Street,4,4,344,13500000
Villa, 5th Settlement Compounds,5,4,405,13500000
Villa, 5th Settlement Compounds,4,4,425,13500000
Villa, North Investors Area,4,4,450,13500000
Villa, 5th Settlement Compounds,6,4,450,13500000
Villa, 5th Settlement Compounds,4,4,510,13500000
Villa, Ext North Inves Area,4,4,630,13500000
Villa, El Katameya Compounds,4,4,900,13500000
Townhouse, El Katameya Compounds,4,4,376,13500001
Twin House, 5th Settlement Compounds,4,4,355,13550000
Villa, 5th Settlement Compounds,5,4,470,13550000
Twin House, The 1st Settlement,4,4,330,13592400
Twin House, 5th Settlement Compounds,4,4,320,13600000
Villa, 5th Settlement Compounds,4,4,449,13600000
Villa, New Capital Compounds,4,4,300,13620000
Twin House, 5th Settlement Compounds,4,4,355,13650000
Twin House, 5th Settlement Compounds,4,4,360,13650000
Villa, 5th Settlement Compounds,4,4,303,13700000
Twin House, 5th Settlement Compounds,3,4,320,13700000
Twin House, 5th Settlement Compounds,4,4,355,13700000
Villa, 5th Settlement Compounds,4,4,375,13700000
Villa, New Capital Compounds,4,4,300,13710000
Twin House, 5th Settlement Compounds,4,4,357,13775000
Twin House, 5th Settlement Compounds,3,4,400,13800000
Twin House, 5th Settlement Compounds,4,4,355,13900000
Villa, 5th Settlement Compounds,5,4,670,13900000
Villa, 5th Settlement Compounds,5,4,670,13900000
Villa, 5th Settlement Compounds,4,4,256,14000000
Twin House, Uptown Cairo,3,4,279,14000000
Townhouse, 5th Settlement Compounds,4,4,290,14000000
Villa, 5th Settlement Compounds,4,4,303,14000000
Villa, 5th Settlement Compounds,4,4,303,14000000
Villa, 5th Settlement Compounds,4,4,303,14000000
Twin House, 5th Settlement Compounds,4,4,310,14000000
Twin House, 5th Settlement Compounds,4,4,320,14000000
Twin House, 5th Settlement Compounds,4,4,320,14000000
Townhouse, North Investors Area,4,4,350,14000000
Villa, 5th Settlement Compounds,4,4,355,14000000
Villa, 5th Settlement Compounds,4,4,356,14000000
Villa, 5th Settlement Compounds,4,4,356,14000000
Villa, 5th Settlement Compounds,4,4,360,14000000
Villa, North Investors Area,4,4,375,14000000
Twin House, The 1st Settlement,5,4,425,14000000
Twin House, North Investors Area,4,4,429,14000000
Villa, 5th Settlement Compounds,3,4,435,14000000
Villa, Cairo,5,4,440,14000000
Villa, 5th Settlement Compounds,4,4,526,14000000
Villa, Rehab City Third Phase,4,4,550,14000000
Villa, Rehab City Third Phase,4,4,550,14000000
Villa, Rehab City Third Phase,4,4,550,14000000
Villa, 5th Settlement Compounds,4,4,560,14000000
Townhouse, El Katameya Compounds,3,4,570,14000000
Villa, Ext North Inves Area,4,4,630,14000000
Villa, Cairo,4,4,660,14000000
Villa, Ext North Inves Area,4,4,680,14000000
Villa, Ext North Inves Area,4,4,680,14000000
Villa, North Investors Area,4,4,725,14000000
Villa, Ext North Inves Area,5,4,750,14000000
Villa, Ext North Inves Area,3,4,820,14000000
Villa, 5th Settlement Compounds,5,4,580,14200000
Villa, 5th Settlement Compounds,5,4,580,14200000
Villa, 5th Settlement Compounds,5,4,580,14200000
Villa, Cairo,3,4,900,14300000
Villa, 5th Settlement Compounds,4,4,320,14350000
Villa, North Investors Area,5,4,475,14400000
Villa, 5th Settlement Compounds,5,4,670,14400000
Villa, Uptown Cairo,4,4,305,14500000
Twin House, 5th Settlement Compounds,3,4,320,14500000
Villa, 5th Settlement Compounds,3,4,331,14500000
Villa, 5th Settlement Compounds,4,4,356,14500000
Villa, 5th Settlement Compounds,4,4,356,14500000
Twin House, The 1st Settlement,5,4,384,14500000
Villa, 5th Settlement Compounds,4,4,400,14500000
Twin House, North Investors Area,4,4,420,14500000
Villa, 5th Settlement Compounds,5,4,500,14500000
Villa, 5th Settlement Compounds,5,4,500,14500000
Villa, 5th Settlement Compounds,5,4,500,14500000
Villa, 5th Settlement Compounds,5,4,500,14500000
Villa, 5th Settlement Compounds,5,4,500,14500000
Villa, 5th Settlement Compounds,5,4,500,14500000
Villa, 5th Settlement Compounds,4,4,526,14500000
Villa, Cairo,4,4,680,14500000
Villa, 5th Settlement Compounds,5,4,600,14550000
Villa, 5th Settlement Compounds,5,4,600,14550000
Villa, 5th Settlement Compounds,5,4,600,14550000
Villa, Uptown Cairo,4,4,305,14700000
Villa, 5th Settlement Compounds,5,4,665,14700000
Villa, 5th Settlement Compounds,5,4,665,14700000
Villa, 5th Settlement Compounds,4,4,355,14800000
Villa, 5th Settlement Compounds,4,4,600,14800000
Villa, 5th Settlement Compounds,4,4,600,14800000
Villa, 5th Settlement Compounds,4,4,356,14850000
Villa, 5th Settlement Compounds,4,4,260,14900000
Townhouse, Uptown Cairo,4,4,246,15000000
Villa, Uptown Cairo,4,4,287,15000000
Villa, Uptown Cairo,4,4,287,15000000
Villa, Uptown Cairo,4,4,305,15000000
Townhouse, 5th Settlement Compounds,3,4,316,15000000
Townhouse, 5th Settlement Compounds,3,4,316,15000000
Twin House, 5th Settlement Compounds,3,4,320,15000000
Twin House, 5th Settlement Compounds,3,4,321,15000000
Twin House, 5th Settlement Compounds,3,4,321,15000000
Twin House, 5th Settlement Compounds,4,4,335,15000000
Twin House, 5th Settlement Compounds,4,4,335,15000000
Villa, Uptown Cairo,4,4,355,15000000
Villa, The 1st Settlement,4,4,360,15000000
Villa, Cairo,4,4,361,15000000
Villa, North Investors Area,4,4,369,15000000
Twin House, 5th Settlement Compounds,3,4,370,15000000
Villa, North Investors Area,3,4,370,15000000
Villa, 5th Settlement Compounds,4,4,395,15000000
Twin House, 5th Settlement Compounds,3,4,400,15000000
Twin House, 5th Settlement Compounds,4,4,400,15000000
Villa, Cairo,4,4,400,15000000
Villa, Cairo,4,4,400,15000000
Villa, Cairo,4,4,400,15000000
Villa, 5th Settlement Compounds,5,4,400,15000000
Villa, Cairo,4,4,410,15000000
Villa, Cairo,4,4,410,15000000
Villa, New Capital Compounds,4,4,425,15000000
Villa, 5th Settlement Compounds,4,4,450,15000000
Villa, 5th Settlement Compounds,4,4,450,15000000
Villa, El Katameya Compounds,4,4,465,15000000
Villa, Cairo,4,4,467,15000000
Villa, 5th Settlement Compounds,4,4,500,15000000
Villa, 5th Settlement Compounds,5,4,525,15000000
Villa, 5th Settlement Compounds,4,4,530,15000000
Villa, 5th Settlement Compounds,4,4,530,15000000
Villa, 5th Settlement Compounds,4,4,550,15000000
Villa, South Investors Area,6,4,560,15000000
Villa, South Investors Area,6,4,560,15000000
Villa, 5th Settlement Compounds,5,4,575,15000000
Villa, 5th Settlement Compounds,5,4,575,15000000
Villa, North Investors Area,5,4,650,15000000
Villa, Ext North Inves Area,4,4,670,15000000
Villa, 5th Settlement Compounds,4,4,720,15000000
Villa, El Katameya Compounds,5,4,720,15000000
Villa, Ext North Inves Area,5,4,735,15000000
Villa, 5th Settlement Compounds,4,4,750,15000000
Villa, El Katameya Compounds,5,4,820,15000000
Villa, Rehab City First Phase,5,4,850,15000000
Villa, El Katameya Compounds,4,4,900,15000000
Villa, El Shorouk Compounds,5,4,1024,15000000
Villa, Cairo,4,4,1100,15000000
Twin House, 5th Settlement Compounds,3,4,355,15100000
Villa, Cairo,4,4,441,15300000
Villa, Cairo,4,4,800,15300000
Villa, 5th Settlement Compounds,4,4,391,15327414
Villa, 5th Settlement Compounds,4,4,356,15375000
Villa, 5th Settlement Compounds,4,4,356,15375000
Villa, Uptown Cairo,3,4,305,15400000
Villa, Uptown Cairo,4,4,305,15400000
Villa, Uptown Cairo,3,4,310,15400000
Villa, Uptown Cairo,3,4,310,15400000
Villa, Ext North Inves Area,4,4,507,15400000
Villa, Ext North Inves Area,4,4,507,15400000
Villa, 5th Settlement Compounds,4,4,600,15400000
Villa, 5th Settlement Compounds,4,4,600,15400000
Villa, 5th Settlement Compounds,4,4,600,15400000
Villa, 5th Settlement Compounds,4,4,600,15400000
Villa, 5th Settlement Compounds,4,4,600,15400000
Villa, Uptown Cairo,3,4,305,15500000
Villa, Uptown Cairo,4,4,305,15500000
Villa, 5th Settlement Compounds,4,4,356,15500000
Villa, 5th Settlement Compounds,4,4,359,15500000
Villa, 5th Settlement Compounds,3,4,360,15500000
Twin House, 5th Settlement Compounds,5,4,430,15500000
Villa, 5th Settlement Compounds,4,4,440,15500000
Villa, 5th Settlement Compounds,4,4,450,15500000
Villa, 5th Settlement Compounds,4,4,500,15500000
Villa, El Katameya Compounds,4,4,510,15500000
Villa, 5th Settlement Compounds,5,4,530,15500000
Villa, 5th Settlement Compounds,5,4,530,15500000
Villa, 5th Settlement Compounds,4,4,535,15500000
Villa, 5th Settlement Compounds,4,4,535,15500000
Villa, El Katameya Compounds,4,4,585,15500000
Villa, El Katameya Compounds,4,4,800,15500000
Villa, El Katameya Compounds,4,4,800,15500000
Villa, El Katameya Compounds,4,4,800,15500000
Villa, El Katameya Compounds,4,4,800,15500000
Villa, 5th Settlement Compounds,3,4,360,15600000
Villa, 5th Settlement Compounds,4,4,360,15600000
Villa, 5th Settlement Compounds,5,4,594,15684000
Villa, The 1st Settlement,4,4,354,15751663
Villa, 5th Settlement Compounds,4,4,478,15843360
Villa, 5th Settlement Compounds,4,4,356,15999997
Villa, 5th Settlement Compounds,4,4,244,16000000
Villa, 5th Settlement Compounds,4,4,255,16000000
Villa, 5th Settlement Compounds,3,4,300,16000000
Villa, Cairo,4,4,330,16000000
Villa, 5th Settlement Compounds,4,4,331,16000000
Villa, 5th Settlement Compounds,4,4,331,16000000
Twin House, 5th Settlement Compounds,4,4,335,16000000
Twin House, 5th Settlement Compounds,4,4,355,16000000
Villa, 5th Settlement Compounds,4,4,356,16000000
Villa, 5th Settlement Compounds,4,4,356,16000000
Villa, 5th Settlement Compounds,4,4,356,16000000
Villa, 5th Settlement Compounds,4,4,356,16000000
Villa, 5th Settlement Compounds,4,4,356,16000000
Villa, 5th Settlement Compounds,4,4,356,16000000
Villa, 5th Settlement Compounds,4,4,356,16000000
Villa, 5th Settlement Compounds,4,4,356,16000000
Villa, North Investors Area,5,4,380,16000000
Villa, Cairo,5,4,406,16000000
Villa, 5th Settlement Compounds,5,4,440,16000000
Townhouse, El Katameya Compounds,5,4,450,16000000
Villa, Cairo,4,4,460,16000000
Villa, El Katameya Compounds,4,4,700,16000000
Villa, The 1st Settlement,4,4,700,16000000
Villa, 5th Settlement Compounds,4,4,780,16000000
Villa, Cairo,5,4,800,16000000
Villa, Cairo,4,4,879,16000000
Villa, El Katameya Compounds,5,4,1150,16000000
Villa, North Investors Area,5,4,569,16235000
Villa, 5th Settlement Compounds,5,4,356,16400000
Villa, 5th Settlement Compounds,4,4,356,16500000
Villa, 5th Settlement Compounds,5,4,356,16500000
Villa, 5th Settlement Compounds,4,4,365,16500000
Villa, 5th Settlement Compounds,4,4,365,16500000
Villa, 5th Settlement Compounds,4,4,391,16500000
Villa, 5th Settlement Compounds,4,4,391,16500000
Villa, 5th Settlement Compounds,4,4,400,16500000
Villa, 5th Settlement Compounds,4,4,400,16500000
Villa, 5th Settlement Compounds,4,4,435,16500000
Villa, 5th Settlement Compounds,4,4,435,16500000
Villa, Cairo,4,4,441,16500000
Villa, 5th Settlement Compounds,4,4,450,16500000
Villa, 5th Settlement Compounds,4,4,450,16500000
Villa, El Katameya Compounds,4,4,508,16500000
Villa, North Investors Area,4,4,522,16500000
Villa, 5th Settlement Compounds,3,4,530,16500000
Villa, 5th Settlement Compounds,4,4,530,16500000
Villa, Cairo,4,4,680,16500000
Villa, El Katameya Compounds,4,4,950,16500000
Villa, Uptown Cairo,4,4,283,16657000
Villa, El Katameya Compounds,5,4,966,16700000
Villa, Uptown Cairo,5,4,287,17000000
Villa, Mokattam,5,4,287,17000000
Villa, South Teseen St.,4,4,300,17000000
Villa, Uptown Cairo,4,4,305,17000000
Villa, Uptown Cairo,4,4,305,17000000
Villa, Uptown Cairo,3,4,310,17000000
Villa, 5th Settlement Compounds,4,4,391,17000000
Villa, 5th Settlement Compounds,5,4,391,17000000
Villa, Cairo,5,4,406,17000000
Villa, Cairo,5,4,440,17000000
Villa, 5th Settlement Compounds,4,4,444,17000000
Villa, 5th Settlement Compounds,4,4,472,17000000
Villa, 5th Settlement Compounds,4,4,475,17000000
Villa, Cairo,4,4,800,17000000
Villa, Cairo,4,4,880,17000000
Villa, El Katameya Compounds,4,4,1100,17000000
Villa, 5th Settlement Compounds,4,4,435,17165000
Villa, 5th Settlement Compounds,3,4,380,17425000
Villa, 5th Settlement Compounds,4,4,532,17425000
Villa, 5th Settlement Compounds,4,4,403,17466000
Villa, 5th Settlement Compounds,4,4,403,17466000
Villa, Uptown Cairo,3,4,305,17500000
Villa, 5th Settlement Compounds,4,4,391,17500000
Villa, North Investors Area,4,4,417,17500000
Villa, 5th Settlement Compounds,5,4,444,17500000
Villa, 5th Settlement Compounds,5,4,444,17500000
Villa, El Katameya Compounds,4,4,800,17500000
Villa, Cairo,4,4,868,17500000
Villa, El Katameya Compounds,5,4,930,17500000
Villa, 5th Settlement Compounds,4,4,356,18000000
Villa, Cairo,5,4,406,18000000
Villa, South Investors Area,5,4,426,18000000
Villa, Cairo,4,4,440,18000000
Villa, The 1st Settlement,3,4,448,18000000
Villa, 5th Settlement Compounds,5,4,450,18000000
Villa, Cairo,5,4,467,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,5,4,500,18000000
Villa, 5th Settlement Compounds,3,4,600,18000000
Villa, 5th Settlement Compounds,4,4,777,18000000
Villa, 5th Settlement Compounds,5,4,407,18100000
Villa, 5th Settlement Compounds,5,4,407,18100000
Twin House, North Investors Area,3,4,379,18375000
Villa, 5th Settlement Compounds,4,4,254,18500000
Villa, 5th Settlement Compounds,4,4,500,18500000
Twin House, Uptown Cairo,4,4,315,18500001
Townhouse, Mokattam,4,4,381,18728000
Villa, 5th Settlement Compounds,4,4,391,18750000
Villa, 5th Settlement Compounds,5,4,391,18999998
Villa, 5th Settlement Compounds,4,4,390,19000000
Villa, Cairo,4,4,400,19000000
Twin House, El Katameya Compounds,4,4,415,19000000
Villa, El Katameya Compounds,4,4,450,19000000
Villa, Cairo,4,4,452,19000000
Villa, Uptown Cairo,4,4,472,19000000
Villa, Uptown Cairo,3,4,540,19000000
Villa, Uptown Cairo,3,4,540,19000000
Villa, Cairo,5,4,700,19000000
Villa, Cairo,4,4,750,19000000
Villa, 5th Settlement Compounds,4,4,254,19300000
Villa, North Investors Area,4,4,380,19372500
Villa, Uptown Cairo,3,4,287,19450000
Villa, Uptown Cairo,4,4,472,19500000
Villa, Uptown Cairo,4,4,472,19500000
Villa, 5th Settlement Compounds,4,4,1061,19500000
Villa, 5th Settlement Compounds,4,4,391,19525000
Villa, Uptown Cairo,5,4,305,19600000
Villa, Uptown Cairo,4,4,313,19622000
Villa, The 1st Settlement,5,4,311,20000000
Villa, El Katameya Compounds,3,4,330,20000000
Villa, 5th Settlement Compounds,4,4,356,20000000
Villa, Uptown Cairo,3,4,386,20000000
Villa, Cairo,5,4,440,20000000
Villa, 5th Settlement Compounds,4,4,484,20000000
Villa, Cairo,4,4,550,20000000
Villa, Cairo,4,4,860,20000000
Villa, Al Rehab,5,4,1100,20000000
Villa, 5th Settlement Compounds,4,4,391,20345590
Villa, 5th Settlement Compounds,4,4,343,20486000
Twin House, 5th Settlement Compounds,4,4,311,20500000
Villa, Uptown Cairo,4,4,540,20500000
Villa, North Investors Area,5,4,640,20500000
Villa, Uptown Cairo,4,4,312,21000000
Villa, Ext North Inves Area,3,4,750,21000000
Villa, Cairo,4,4,1140,21000000
Villa, The 1st Settlement,4,4,531,21350719
Villa, Cairo,5,4,460,21500000
iVilla, Uptown Cairo,4,4,800,21500000
Villa, 5th Settlement Compounds,4,4,820,21500000
Villa, Uptown Cairo,4,4,365,21525000
Villa, Uptown Cairo,4,4,480,22000000
Villa, El Katameya Compounds,5,4,500,22000000
Villa, El Katameya Compounds,4,4,660,22000000
Villa, 5th Settlement Compounds,6,4,516,22188000
Villa, North Investors Area,4,4,446,23000000
Villa, Cairo,4,4,555,23000000
Villa, Cairo,4,4,615,23000000
Villa, Cairo,4,4,630,23000000
Villa, 5th Settlement Compounds,4,4,650,23000000
Villa, North Investors Area,4,4,684,23000000
Villa, 5th Settlement Compounds,4,4,760,23000000
Villa, Cairo,4,4,800,23000000
Villa, South Investors Area,8,4,900,23000000
Villa, 5th Settlement Compounds,5,4,388,23300000
Villa, El Katameya Compounds,6,4,870,23500000
Villa, Uptown Cairo,4,4,428,24000000
Villa, 5th Settlement Compounds,4,4,485,24000000
Villa, 5th Settlement Compounds,4,4,485,24000000
Villa, 5th Settlement Compounds,5,4,500,24000000
Villa, 5th Settlement Compounds,4,4,560,24000000
Villa, El Katameya Compounds,5,4,650,24999999
Villa, Uptown Cairo,4,4,365,25000000
Twin House, 5th Settlement Compounds,5,4,395,25000000
Villa, 5th Settlement Compounds,5,4,500,25000000
Villa, Cairo,4,4,555,25000000
Villa, Cairo,6,4,564,25000000
Villa, El Katameya Compounds,4,4,575,25000000
Villa, 5th Settlement Compounds,3,4,600,25000000
Villa, 5th Settlement Compounds,3,4,600,25000000
Villa, El Katameya Compounds,5,4,650,25000000
Villa, 5th Settlement Compounds,5,4,800,25000000
Villa, El Katameya Compounds,5,4,919,25000000
Villa, 5th Settlement Compounds,5,4,1130,25000000
Villa, North Investors Area,4,4,580,25000001
Villa, North Investors Area,4,4,580,25000001
Villa, 5th Settlement Compounds,4,4,409,25151748
Villa, 5th Settlement Compounds,5,4,600,25500000
Villa, 5th Settlement Compounds,6,4,410,25580000
Villa, 5th Settlement Compounds,3,4,384,26000000
Villa, 5th Settlement Compounds,6,4,390,26000000
